Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60654,01/02/2021,14,680,14,680,0.034,0,0,0,20022,POINT (-87.636354 41.892485),60654-20210102
60654,01/03/2021,9,689,9,689,0.034,0,0,0,20022,POINT (-87.636354 41.892485),60654-20210103
60654,01/04/2021,27,716,24,713,0.036,3,3,0,20022,POINT (-87.636354 41.892485),60654-20210104
60654,01/05/2021,47,763,40,753,0.038,7,10,0,20022,POINT (-87.636354 41.892485),60654-20210105
60654,01/06/2021,38,801,21,774,0.039,17,27,0.001,20022,POINT (-87.636354 41.892485),60654-20210106
60654,01/07/2021,108,909,28,802,0.04,80,107,0.005,20022,POINT (-87.636354 41.892485),60654-20210107
60654,01/08/2021,149,1058,33,835,0.042,116,223,0.011,20022,POINT (-87.636354 41.892485),60654-20210108
60654,01/09/2021,79,1137,13,848,0.042,66,289,0.014,20022,POINT (-87.636354 41.892485),60654-20210109
60654,01/10/2021,19,1156,5,853,0.043,14,303,0.015,20022,POINT (-87.636354 41.892485),60654-20210110
60654,01/11/2021,104,1260,18,871,0.044,86,389,0.019,20022,POINT (-87.636354 41.892485),60654-20210111
60654,01/12/2021,117,1377,39,910,0.045,78,467,0.023,20022,POINT (-87.636354 41.892485),60654-20210112
60654,01/13/2021,69,1446,32,942,0.047,37,504,0.025,20022,POINT (-87.636354 41.892485),60654-20210113
60654,01/14/2021,32,1478,23,965,0.048,9,513,0.026,20022,POINT (-87.636354 41.892485),60654-20210114
60654,01/15/2021,41,1519,33,998,0.05,8,521,0.026,20022,POINT (-87.636354 41.892485),60654-20210115
60654,01/16/2021,33,1552,24,1022,0.051,9,530,0.026,20022,POINT (-87.636354 41.892485),60654-20210116
60654,01/17/2021,19,1571,8,1030,0.051,11,541,0.027,20022,POINT (-87.636354 41.892485),60654-20210117
60654,01/18/2021,46,1617,25,1055,0.053,21,562,0.028,20022,POINT (-87.636354 41.892485),60654-20210118
60654,01/19/2021,68,1685,28,1083,0.054,40,602,0.03,20022,POINT (-87.636354 41.892485),60654-20210119
60654,01/20/2021,61,1746,41,1124,0.056,20,622,0.031,20022,POINT (-87.636354 41.892485),60654-20210120
60654,01/21/2021,91,1837,75,1199,0.06,16,638,0.032,20022,POINT (-87.636354 41.892485),60654-20210121
60654,01/22/2021,96,1933,80,1279,0.064,16,654,0.033,20022,POINT (-87.636354 41.892485),60654-20210122
60654,01/23/2021,48,1981,43,1322,0.066,5,659,0.033,20022,POINT (-87.636354 41.892485),60654-20210123
60654,01/24/2021,21,2002,20,1342,0.067,1,660,0.033,20022,POINT (-87.636354 41.892485),60654-20210124
60654,01/25/2021,77,2079,63,1405,0.07,14,674,0.034,20022,POINT (-87.636354 41.892485),60654-20210125
60654,01/26/2021,83,2162,41,1446,0.072,42,716,0.036,20022,POINT (-87.636354 41.892485),60654-20210126
60654,01/27/2021,69,2231,53,1499,0.075,16,732,0.037,20022,POINT (-87.636354 41.892485),60654-20210127
60654,01/28/2021,111,2342,75,1574,0.079,36,768,0.038,20022,POINT (-87.636354 41.892485),60654-20210128
60654,01/29/2021,81,2423,70,1644,0.082,11,779,0.039,20022,POINT (-87.636354 41.892485),60654-20210129
60654,01/30/2021,50,2473,38,1682,0.084,12,791,0.04,20022,POINT (-87.636354 41.892485),60654-20210130
60654,01/31/2021,30,2503,26,1708,0.085,4,795,0.04,20022,POINT (-87.636354 41.892485),60654-20210131
60654,02/01/2021,48,2551,37,1745,0.087,11,806,0.04,20022,POINT (-87.636354 41.892485),60654-20210201
60654,02/02/2021,106,2657,66,1811,0.09,40,846,0.042,20022,POINT (-87.636354 41.892485),60654-20210202
60654,02/03/2021,76,2733,52,1863,0.093,24,870,0.043,20022,POINT (-87.636354 41.892485),60654-20210203
60654,02/04/2021,76,2809,61,1924,0.096,15,885,0.044,20022,POINT (-87.636354 41.892485),60654-20210204
60655,01/18/2021,42,1506,39,1137,0.04,3,369,0.013,28569,POINT (-87.701434 41.696456),60655-20210118
60655,01/19/2021,57,1563,47,1184,0.041,10,379,0.013,28569,POINT (-87.701434 41.696456),60655-20210119
60655,01/20/2021,82,1645,60,1244,0.044,22,401,0.014,28569,POINT (-87.701434 41.696456),60655-20210120
60655,01/21/2021,111,1756,98,1342,0.047,13,414,0.014,28569,POINT (-87.701434 41.696456),60655-20210121
60655,01/22/2021,150,1906,142,1484,0.052,8,422,0.015,28569,POINT (-87.701434 41.696456),60655-20210122
60655,01/23/2021,82,1988,73,1557,0.054,9,431,0.015,28569,POINT (-87.701434 41.696456),60655-20210123
60655,01/24/2021,30,2018,29,1586,0.056,1,432,0.015,28569,POINT (-87.701434 41.696456),60655-20210124
60655,01/25/2021,117,2135,91,1677,0.059,26,458,0.016,28569,POINT (-87.701434 41.696456),60655-20210125
60655,01/26/2021,132,2267,100,1777,0.062,32,490,0.017,28569,POINT (-87.701434 41.696456),60655-20210126
60655,01/27/2021,223,2490,198,1975,0.069,25,515,0.018,28569,POINT (-87.701434 41.696456),60655-20210127
60655,01/28/2021,228,2718,191,2166,0.076,37,552,0.019,28569,POINT (-87.701434 41.696456),60655-20210128
60655,01/29/2021,169,2887,140,2306,0.081,29,581,0.02,28569,POINT (-87.701434 41.696456),60655-20210129
60655,01/30/2021,235,3122,122,2428,0.085,113,694,0.024,28569,POINT (-87.701434 41.696456),60655-20210130
60655,01/31/2021,22,3144,21,2449,0.086,1,695,0.024,28569,POINT (-87.701434 41.696456),60655-20210131
60655,02/01/2021,118,3262,81,2530,0.089,37,732,0.026,28569,POINT (-87.701434 41.696456),60655-20210201
60655,02/02/2021,213,3475,148,2678,0.094,65,797,0.028,28569,POINT (-87.701434 41.696456),60655-20210202
60655,02/03/2021,183,3658,158,2836,0.099,25,822,0.029,28569,POINT (-87.701434 41.696456),60655-20210203
60655,02/04/2021,187,3845,168,3004,0.105,19,841,0.029,28569,POINT (-87.701434 41.696456),60655-20210204
60656,01/18/2021,20,782,17,575,0.02,3,207,0.007,28218,POINT (-87.817934 41.974566),60656-20210118
60656,01/19/2021,44,826,33,608,0.022,11,218,0.008,28218,POINT (-87.817934 41.974566),60656-20210119
60656,01/20/2021,64,890,51,659,0.023,13,231,0.008,28218,POINT (-87.817934 41.974566),60656-20210120
60656,01/21/2021,63,953,51,710,0.025,12,243,0.009,28218,POINT (-87.817934 41.974566),60656-20210121
60656,01/22/2021,53,1006,51,761,0.027,2,245,0.009,28218,POINT (-87.817934 41.974566),60656-20210122
60656,01/23/2021,34,1040,29,790,0.028,5,250,0.009,28218,POINT (-87.817934 41.974566),60656-20210123
60656,01/24/2021,17,1057,14,804,0.028,3,253,0.009,28218,POINT (-87.817934 41.974566),60656-20210124
60656,01/25/2021,54,1111,41,845,0.03,13,266,0.009,28218,POINT (-87.817934 41.974566),60656-20210125
60656,01/26/2021,50,1161,33,878,0.031,17,283,0.01,28218,POINT (-87.817934 41.974566),60656-20210126
60656,01/27/2021,100,1261,81,959,0.034,19,302,0.011,28218,POINT (-87.817934 41.974566),60656-20210127
60656,01/28/2021,91,1352,76,1035,0.037,15,317,0.011,28218,POINT (-87.817934 41.974566),60656-20210128
60656,01/29/2021,88,1440,77,1112,0.039,11,328,0.012,28218,POINT (-87.817934 41.974566),60656-20210129
60656,01/30/2021,66,1506,53,1165,0.041,13,341,0.012,28218,POINT (-87.817934 41.974566),60656-20210130
60656,01/31/2021,14,1520,13,1178,0.042,1,342,0.012,28218,POINT (-87.817934 41.974566),60656-20210131
60656,02/01/2021,69,1589,52,1230,0.044,17,359,0.013,28218,POINT (-87.817934 41.974566),60656-20210201
60656,02/02/2021,77,1666,57,1287,0.046,20,379,0.013,28218,POINT (-87.817934 41.974566),60656-20210202
60656,02/03/2021,108,1774,84,1371,0.049,24,403,0.014,28218,POINT (-87.817934 41.974566),60656-20210203
60656,02/04/2021,96,1870,86,1457,0.052,10,413,0.015,28218,POINT (-87.817934 41.974566),60656-20210204
60657,01/16/2021,155,5182,134,3753,0.053,21,1429,0.02,70958,POINT (-87.658216 41.939715),60657-20210116
60657,01/17/2021,287,5469,254,4007,0.056,33,1462,0.021,70958,POINT (-87.658216 41.939715),60657-20210117
60657,01/18/2021,290,5759,175,4182,0.059,115,1577,0.022,70958,POINT (-87.658216 41.939715),60657-20210118
60657,01/19/2021,226,5985,97,4279,0.06,129,1706,0.024,70958,POINT (-87.658216 41.939715),60657-20210119
60657,01/20/2021,326,6311,172,4451,0.063,154,1860,0.026,70958,POINT (-87.658216 41.939715),60657-20210120
60657,01/21/2021,357,6668,284,4735,0.067,73,1933,0.027,70958,POINT (-87.658216 41.939715),60657-20210121
60657,01/22/2021,340,7008,296,5031,0.071,44,1977,0.028,70958,POINT (-87.658216 41.939715),60657-20210122
